Plate,Brand,Model,Battery
5953 YJZ,Hyundai,i30,75
7866 PYH,Hyundai,Santa Fe,29
9839 YZF,Toyota,Yaris,99
0551 RTX,Renault,Megane,37
8406 HKK,Toyota,Yaris,100
9347 BFT,Honda,CR-V,52
4890 KCV,BMW,i3,46
1307 XZG,Ford,Mustang,22
3837 KDF,Mercedes-Benz,GLA,53
8262 ZVN,Renault,Megane,58
0919 MHK,Hyundai,Santa Fe,42
6724 TTR,Peugeot,208,75
3467 CVT,Audi,Q5,77
6129 LZV,Audi,A4,21
2150 PBC,Audi,Q7,95
3868 YKD,Ford,Focus,50
2351 HKJ,Hyundai,i30,26
5266 TRN,Hyundai,i30,100
9121 NKS,BMW,X5,39
9278 WWJ,Toyota,Prius,92
8905 CZN,Toyota,Prius,62
8203 CHS,Ford,Explorer,89
8645 KLB,Mercedes-Benz,E-Class,84
6399 SKZ,Honda,HR-V,56
4215 SLJ,Hyundai,i30,31
2677 RDM,Audi,Q7,46
4354 HVP,Hyundai,Tucson,68
5931 BVW,Volkswagen,Tiguan,27
5183 XSN,Audi,Q5,29
0667 RCT,Mercedes-Benz,GLA,75
7131 KWJ,Mercedes-Benz,E-Class,85
8322 NKJ,Toyota,Yaris,32
0696 HXH,Ford,Explorer,59
8418 LYL,Audi,A4,43
8634 NWG,Ford,Mustang,43
1665 TBH,BMW,X5,26
9215 HKH,Toyota,Corolla,88
4575 DKF,Toyota,RAV4,72
9385 SNS,Honda,Accord,57
1952 VXK,BMW,X3,81
9151 KSN,BMW,X3,93
7435 KRP,BMW,X5,65
0808 BHD,Hyundai,Tucson,28
2014 TKW,Mercedes-Benz,E-Class,46
8396 PZV,Renault,Kadjar,34
6114 RGB,Mercedes-Benz,GLC,79
8940 LXG,Peugeot,308,88
8929 FND,Toyota,RAV4,76
3137 SGN,Peugeot,2008,71
7176 SWJ,BMW,X5,97
8169 PXB,Audi,A3,75
7367 GPY,Peugeot,308,21
8583 YDY,Ford,Mustang,94
4133 NNY,Hyundai,i30,100
3387 NPB,Volkswagen,Golf,98
0410 SBH,Peugeot,3008,35
9510 WZF,Toyota,Corolla,64
5152 PPX,Hyundai,Santa Fe,80
4169 BBV,BMW,X3,77
8563 ZPG,Ford,Fiesta,77
5353 DNV,Mercedes-Benz,E-Class,84
6121 RPH,Mercedes-Benz,E-Class,68
6122 JVP,Mercedes-Benz,GLA,52
1407 JJF,Volkswagen,Polo,54
1944 RHX,Volkswagen,Passat,31
6405 JRL,Ford,Explorer,74
4042 MLV,Peugeot,208,52
9618 RLD,Toyota,Prius,54
4142 GNC,Ford,Focus,29
8621 WBP,Ford,Explorer,76
3990 BWZ,Audi,Q5,44
2958 XZN,Peugeot,208,64
0463 FZP,Ford,Fiesta,42
0339 CJH,BMW,X5,47
6185 MSF,Renault,Captur,40
2745 WJM,Toyota,Yaris,26
8241 WYC,Audi,Q7,26
7628 DMK,BMW,i3,67
5720 BTV,Audi,Q5,68
7002 ZZW,Hyundai,Tucson,41
2188 CBR,Volkswagen,Passat,61
7417 TXM,Audi,Q7,70
1324 LLX,Renault,Clio,59
6462 SMM,BMW,X3,72
1709 SGT,Volkswagen,Tiguan,27
1100 DTF,Ford,Focus,75
9775 WRV,Hyundai,i30,82
2498 WRV,Ford,Fiesta,36
1766 XMH,Audi,Q7,61
1529 DSH,Audi,A3,74
3234 HNL,Mercedes-Benz,GLC,79
4120 RWB,Audi,Q7,72
2459 RCZ,Volkswagen,Tiguan,72
5740 WXM,Peugeot,2008,27
4712 PLT,BMW,M3,44
0499 SLK,BMW,X5,59
2706 KPB,Peugeot,2008,91
4234 NZM,Hyundai,Santa Fe,44
1605 DXW,Hyundai,i30,72
5871 SVW,Hyundai,i20,34
2955 GGR,Mercedes-Benz,C-Class,22
7064 PHC,Volkswagen,Tiguan,34
7103 WKH,Peugeot,308,63
5722 GRX,Peugeot,308,22
1842 DXP,Toyota,Prius,100
0542 MLR,Hyundai,i20,37
2140 DZC,Ford,Fiesta,93
0494 DCF,Audi,Q5,26
4568 LLV,Renault,Megane,91
8261 FXT,Audi,A3,95
9203 MSP,Peugeot,2008,94
6628 PXV,Peugeot,2008,82
0537 YGS,Toyota,Corolla,97
9363 YMS,Toyota,RAV4,59
2444 NGV,Hyundai,Santa Fe,82
7685 TMK,Toyota,Yaris,29
5773 WYT,Audi,A4,39
3088 FKW,Renault,Clio,81
0548 FDM,Audi,A4,67
8184 PJK,Peugeot,2008,27
1505 NHF,Mercedes-Benz,GLC,80
7167 CZH,Ford,Fiesta,61
5468 GDW,Volkswagen,Golf,55
1157 FGW,Honda,HR-V,98
8370 HVZ,Hyundai,i30,72
1289 FCK,Toyota,Prius,41
4006 BRY,Ford,Mustang,64
9057 JGM,BMW,X5,43
1649 VPD,Honda,Accord,47
9288 CHC,Audi,Q5,23
1914 PDN,Volkswagen,Passat,40
0372 JSP,Ford,Mustang,52
0626 NMH,Hyundai,Santa Fe,29
9247 GLM,Toyota,Yaris,63
7445 HDS,BMW,X5,31
6410 ZRV,Renault,Kadjar,37
8849 YPL,Honda,HR-V,78
9346 TGC,Hyundai,i20,76
3854 NSF,Volkswagen,Polo,62
9539 VRB,Renault,Kadjar,98
0686 GMP,Toyota,RAV4,81
8524 SXP,BMW,M3,54
9804 GZB,Toyota,RAV4,99
4230 HWM,Ford,Explorer,90
8905 WMF,Hyundai,Santa Fe,56
6221 MSJ,Peugeot,208,82
5818 SGX,Honda,CR-V,77
6437 TWM,Ford,Mustang,64
8224 SLP,Mercedes-Benz,GLA,25
8040 KBR,Volkswagen,Golf,26
2589 FLT,Toyota,RAV4,43
1248 KJV,Volkswagen,Golf,41
1813 VYG,Honda,Accord,26
0667 KKN,Mercedes-Benz,C-Class,53
5699 HMV,Peugeot,308,25
0104 GLL,Toyota,RAV4,50
8108 VRD,Peugeot,3008,48
3394 YYW,BMW,i3,29
6012 KFD,Peugeot,308,56
9420 WNR,Toyota,Prius,33
4545 WKB,Mercedes-Benz,C-Class,30
3863 KCF,Audi,A3,70
4275 GPG,Volkswagen,Golf,99
0682 YKD,Honda,Civic,47
1836 ZZD,Renault,Clio,28
4258 NDB,Volkswagen,Polo,41
9936 BYC,Honda,CR-V,97
4653 HZK,Ford,Fiesta,60
7776 SWP,Toyota,Corolla,83
1498 TRV,Ford,Fiesta,89
7235 GZH,Volkswagen,Tiguan,30
4572 DCT,Volkswagen,Polo,23
5846 SVG,Ford,Mustang,82
9693 FRY,Audi,Q7,21
9651 GSB,Hyundai,i20,29
9440 WFB,Mercedes-Benz,GLA,73
8818 NXF,Honda,HR-V,42
3458 DXG,Honda,Accord,97
3569 KHV,Mercedes-Benz,C-Class,44
1646 PBY,Peugeot,208,60
4245 TPV,Ford,Fiesta,74
9439 FCC,Ford,Explorer,44
0931 GYK,Renault,Clio,83
4251 GFW,Ford,Mustang,85
2932 TMH,Volkswagen,Polo,20
1467 FFV,Mercedes-Benz,GLA,49
3133 ZRP,Toyota,Yaris,90
1615 JDP,Audi,Q7,41
0776 YNN,Toyota,Corolla,42
6498 RWG,Peugeot,308,93
4967 YWL,Hyundai,Tucson,23
0368 LWN,BMW,X5,40
5097 NMX,Renault,Clio,55
8772 BPX,Toyota,Prius,88
4196 THH,Honda,Accord,46
1272 PWD,Peugeot,2008,32
0184 XYZ,Toyota,Corolla,25
6847 NYL,Mercedes-Benz,GLC,73
2234 SZX,Hyundai,i20,81
5804 SGT,Renault,Kadjar,95
3753 DBX,Mercedes-Benz,C-Class,44
2969 ZVF,Hyundai,i30,46
6933 BTB,Mercedes-Benz,GLA,40
5218 YDS,Ford,Mustang,54
0203 DDT,Toyota,Yaris,79
8332 GZJ,Toyota,Corolla,60
6896 JPH,Renault,Megane,48
2924 RWB,Volkswagen,Golf,57
6213 XFF,Renault,Captur,71
4828 KLG,Mercedes-Benz,C-Class,99
5120 YSP,Volkswagen,Passat,29
4305 NJK,Renault,Megane,60
7212 NPH,Renault,Clio,21
8926 CMW,Toyota,Prius,72
1329 NWX,Renault,Kadjar,34
3806 CTP,Ford,Fiesta,95
6708 NYS,BMW,M3,73
5831 MLV,BMW,X3,95
5715 VPP,Volkswagen,Tiguan,83
9577 GCR,BMW,X5,59
1417 JYV,Ford,Focus,73
9570 RSM,Volkswagen,Passat,96
1692 ZTS,Mercedes-Benz,GLC,24
4397 VXP,Renault,Megane,33
3338 NHZ,Ford,Explorer,57
8253 RZG,Toyota,Corolla,52
1643 CPW,Volkswagen,Tiguan,27
2998 TNB,Audi,A4,24
7380 HTN,BMW,i3,28
8790 MXX,Toyota,Prius,58
2187 FXY,Renault,Kadjar,38
0474 XSB,Peugeot,3008,55
6103 BLT,Honda,Civic,51
8397 MXR,Hyundai,Tucson,63
6185 LPX,Hyundai,i30,24
3416 LCD,Mercedes-Benz,GLA,88
4154 KGW,Volkswagen,Golf,25
0747 SRG,Honda,Accord,56
0043 CKG,Peugeot,3008,43
6373 MFD,Hyundai,i30,57
5795 ZPD,BMW,X5,49
6160 XJS,Toyota,Yaris,35
9537 FMG,Mercedes-Benz,C-Class,28
7941 XJL,BMW,X5,99
7609 JFT,Hyundai,Tucson,93
2833 SDT,Audi,Q7,46
6235 GRH,Ford,Fiesta,23
3852 HBW,Audi,Q5,26
0434 PDB,Peugeot,2008,69
0477 DLF,Toyota,Corolla,83
0613 RXG,Ford,Explorer,72
1584 ZSR,Toyota,Yaris,55
6450 YVD,Audi,Q5,84
3302 HLZ,Honda,HR-V,22
6747 ZXR,Ford,Fiesta,65
7611 KNG,BMW,X3,79
3467 TFY,Audi,A3,39
2241 MXW,Volkswagen,Polo,91
3482 RGL,Toyota,Corolla,32
5835 HNK,Hyundai,Santa Fe,57
2680 KZY,Renault,Kadjar,45
1976 PDJ,Audi,A4,41
9654 FSJ,Ford,Explorer,34
9941 YVH,Honda,HR-V,78
4207 KFG,Volkswagen,Golf,84
3223 ZSB,Peugeot,3008,85
5021 MRW,Peugeot,208,65
2565 VSW,Hyundai,i20,70
6379 GNF,Audi,Q7,20
1860 RPY,Honda,CR-V,37
6571 WCP,Ford,Focus,25
4115 JCF,BMW,X3,98
1109 RBY,Volkswagen,Polo,55
4610 BML,Honda,HR-V,99
9122 RDM,BMW,i3,20
4318 GLS,Peugeot,208,91
4723 JRJ,Mercedes-Benz,GLC,64
7134 VVS,Toyota,Yaris,82
7227 PVL,Audi,Q7,58
4210 PBL,Volkswagen,Passat,51
0455 TFD,Honda,Civic,84
9713 WGV,Renault,Megane,100
9111 JJG,Volkswagen,Tiguan,73
9303 XMG,BMW,i3,51
9312 XTF,Audi,Q5,29
2053 KJS,Mercedes-Benz,C-Class,63
7605 WKK,Toyota,Corolla,51
4985 RMW,Hyundai,i30,42
0648 VCG,BMW,i3,23
5849 LRB,BMW,M3,49
1671 LKD,Hyundai,i20,70
0549 HXM,Toyota,RAV4,49
1759 BMM,Ford,Focus,20
7180 LSH,Renault,Megane,88
3584 VVJ,Peugeot,308,38
8801 SXY,Mercedes-Benz,E-Class,51
0830 CWV,Ford,Explorer,51
8311 ZXB,Peugeot,208,74
5928 PKD,Volkswagen,Passat,91
5046 FGR,Volkswagen,Golf,72
5767 CWV,Honda,Civic,33
3851 KLZ,BMW,M3,90
8647 PKK,Renault,Kadjar,34
3509 CRB,Peugeot,308,35
9165 CTP,Volkswagen,Passat,65
9188 TDM,Honda,Accord,21
4087 LRG,BMW,i3,68
4161 TBJ,Audi,A3,83
8853 VMG,Hyundai,Santa Fe,82
1874 LZV,Toyota,Corolla,80
9848 PFH,Audi,Q7,41
9934 JVY,BMW,X5,71
1404 MBB,Hyundai,i30,20
6299 BSP,Mercedes-Benz,GLA,80
3210 WZP,Peugeot,208,27
3257 NJK,BMW,X5,73
5036 YJM,BMW,X5,51
7093 KWN,Audi,A3,93
8550 HVH,Ford,Fiesta,33
7255 FDT,Audi,Q5,56
7126 WHF,Volkswagen,Polo,82
2814 XXY,Toyota,RAV4,43
0741 MNP,Hyundai,i20,89
2548 LVG,BMW,X5,93
2577 DDV,Honda,CR-V,51
3140 JTL,Renault,Captur,78
5194 GLX,Hyundai,i20,54
9155 CYT,Hyundai,i20,27
4294 DXK,Audi,A3,46
9922 ZFZ,Renault,Megane,67
0450 GLB,Mercedes-Benz,C-Class,83
7869 DTL,Volkswagen,Golf,59
5873 MSG,Honda,Civic,20
0812 FBX,Honda,HR-V,41
6807 PXZ,Ford,Focus,55
8400 GBD,Peugeot,208,98
3410 WVB,Volkswagen,Passat,98
7362 CFD,Volkswagen,Passat,69
5775 FMS,Audi,A3,83
4466 KHG,Volkswagen,Polo,71
5553 MWW,Toyota,Corolla,21
9713 VCR,Volkswagen,Golf,80
7768 RVF,BMW,M3,48
7064 KYW,Honda,HR-V,93
9742 CTC,Peugeot,3008,87
8030 KLL,Volkswagen,Tiguan,22
5807 RCF,Hyundai,i30,86
4031 FPN,Honda,HR-V,58
1588 TBN,Hyundai,Tucson,80
4652 CKL,Peugeot,2008,85
8169 MMD,Peugeot,208,36
6120 BGS,Mercedes-Benz,GLC,100
4755 JYT,BMW,M3,43
3869 YKH,Mercedes-Benz,E-Class,28
2289 YFD,Honda,CR-V,58
6013 BHX,Honda,CR-V,80
6937 FVR,Mercedes-Benz,C-Class,63
5801 CGX,Hyundai,i20,54
0088 RDX,Peugeot,2008,52
0093 KYY,Ford,Mustang,37
1036 GXW,BMW,X5,72
4716 CLF,Mercedes-Benz,C-Class,32
7930 CLS,Ford,Explorer,25
2631 JHH,Hyundai,i30,85
4940 MBS,Audi,A3,59
0342 NFV,Peugeot,208,37
4255 FFN,BMW,X5,44
0797 HFS,Audi,Q7,24
5908 DFX,Mercedes-Benz,C-Class,71
6465 LZK,Audi,A3,86
9761 RTN,Honda,HR-V,80
5785 RCP,Toyota,Yaris,90
6990 RBW,Honda,HR-V,84
4774 NSB,Mercedes-Benz,E-Class,95
6056 JWG,Audi,Q7,99
5535 WTX,Volkswagen,Passat,42
2735 NDX,Mercedes-Benz,E-Class,74
0712 TVM,Toyota,Prius,83
3230 YFW,Peugeot,2008,25
4416 ZSX,Renault,Captur,60
4338 RWR,BMW,X5,82
4206 JMM,Honda,Accord,61
4897 LXS,Ford,Mustang,78
4099 ZXR,BMW,M3,80
6637 MFG,Peugeot,2008,30
0030 KFL,BMW,X3,34
3362 GPY,Toyota,Corolla,26
3877 JHW,Audi,A4,80
9947 GCZ,Peugeot,308,61
1150 YGT,Volkswagen,Golf,96
9583 NZH,Renault,Clio,22
2376 FTS,Honda,Civic,89
9494 VKN,Mercedes-Benz,GLC,99
9403 KXZ,Hyundai,i20,41
1390 ZMN,Ford,Focus,49
9999 KZW,BMW,i3,55
2333 KSD,Renault,Captur,37
5444 DWV,Hyundai,Santa Fe,60
4106 CVY,BMW,X3,88
0685 BVY,Toyota,Prius,71
6068 TMC,BMW,X3,82
5108 FHR,Honda,Accord,60
0261 XLX,Mercedes-Benz,GLA,36
6534 BGG,Honda,HR-V,88
2782 JJT,Ford,Fiesta,58
2211 BTP,Toyota,Prius,22
8218 KRP,Toyota,Prius,54
5334 XJW,BMW,X5,83
2026 WLS,Mercedes-Benz,E-Class,97
1981 ZKZ,Hyundai,Tucson,22
9553 BKS,Audi,A4,96
5265 BMD,BMW,X5,52
9092 CJN,Audi,Q7,66
7653 PLW,Toyota,Yaris,67
3889 MRP,Ford,Mustang,42
2354 CYF,Audi,A3,31
5390 DTF,Ford,Explorer,40
2220 LWM,Hyundai,i20,93
2107 VYG,Renault,Captur,87
6800 WRW,Mercedes-Benz,C-Class,67
8301 PSY,Ford,Mustang,55
3576 GBL,Volkswagen,Passat,96
5897 RMX,BMW,X5,64
6162 LBN,Audi,A4,85
6351 GRV,Honda,Accord,63
5397 WKY,Renault,Megane,65
9466 ZLB,Audi,A4,81
6270 HXR,Honda,Civic,90
2758 GLG,Hyundai,i20,80
8859 GWC,Audi,Q7,53
0415 BVG,Hyundai,i30,91
7809 MPY,Hyundai,i30,23
0781 WDW,BMW,i3,47
5627 DYX,Mercedes-Benz,GLA,33
2050 XRB,Volkswagen,Passat,64
5287 GGW,Toyota,Yaris,83
3834 GCZ,BMW,i3,63
5242 WWW,Mercedes-Benz,GLA,75
9780 MWK,Ford,Focus,48
8031 PSW,Mercedes-Benz,E-Class,80
8254 JSP,BMW,M3,65
6535 XDH,Hyundai,i20,59
3124 KVS,Mercedes-Benz,C-Class,40
6804 ZSL,Ford,Mustang,79
7199 ZFC,Honda,Civic,100
6557 WLS,Volkswagen,Tiguan,32
2348 VGM,Audi,Q5,89
6695 HPZ,Audi,A4,56
0672 TDW,Toyota,Prius,56
1827 SKT,Ford,Explorer,36
0794 NWH,BMW,i3,88
7930 CVN,Renault,Megane,99
2278 FNB,BMW,X5,90
1240 FHJ,Audi,Q7,34
4524 YML,Ford,Mustang,91
5033 RSY,Hyundai,Santa Fe,40
7765 MZG,Honda,Accord,57
2354 JPZ,Mercedes-Benz,E-Class,34
5984 PDS,BMW,X3,71
5652 LPZ,Ford,Focus,48
6727 FML,Peugeot,208,48
9384 RGT,Toyota,Corolla,42
1895 XMJ,Toyota,Yaris,75
2116 CRZ,Peugeot,3008,59
9461 WYS,Peugeot,2008,27
6513 HFH,Renault,Clio,46
1961 SJN,Renault,Kadjar,69
5057 SKB,Volkswagen,Passat,78
5212 JRS,Honda,Civic,44
7439 MDZ,Honda,CR-V,76
2824 CFJ,Peugeot,2008,29
5024 PZM,BMW,i3,27
8163 WVK,Renault,Captur,80
6494 KNG,BMW,i3,68
2156 XFJ,Mercedes-Benz,GLC,94
1909 BDG,Mercedes-Benz,GLA,59
3219 PCF,BMW,i3,82
0958 FZX,Ford,Focus,82
4845 CRS,Hyundai,Santa Fe,50
1569 FYC,Volkswagen,Golf,88
8722 RPG,Honda,HR-V,27
5478 JWW,Mercedes-Benz,E-Class,95
5488 FSF,Volkswagen,Passat,63
7267 MJT,Toyota,RAV4,59
3784 DCT,Volkswagen,Tiguan,90
7110 LSS,Peugeot,308,98
2338 NWY,Honda,Civic,20
1268 TXB,Ford,Mustang,38
2170 KTW,Volkswagen,Polo,77
3261 KXP,Mercedes-Benz,E-Class,93
8930 NFD,Renault,Captur,43
7262 BGC,Mercedes-Benz,GLA,69
5558 SDJ,Ford,Focus,40
6600 KBM,BMW,X3,93
9619 XCM,Audi,Q5,89
5138 HLV,Volkswagen,Passat,72
6467 BKB,Volkswagen,Tiguan,52
3198 RWN,Hyundai,i30,51
9879 BSN,Volkswagen,Polo,98
2937 CCY,Audi,A4,40
9629 BPS,Honda,Civic,64
7360 NSY,Hyundai,Tucson,44
1042 WHD,Volkswagen,Tiguan,77
5614 LKL,Renault,Kadjar,38
2240 SZG,Ford,Fiesta,91
4233 VMK,Honda,CR-V,99
1546 DHT,Honda,Accord,27
8931 RBN,Mercedes-Benz,C-Class,60
8803 FHC,Hyundai,i30,28
1154 MZP,Toyota,Corolla,84
1038 KFR,Volkswagen,Passat,59
0623 YDB,Peugeot,3008,38
8311 JVM,Honda,HR-V,97
6795 KXS,Peugeot,2008,98
2867 SCS,Volkswagen,Polo,90
5724 WSW,Honda,Accord,69
4645 RYC,Ford,Explorer,43
6099 PHD,Honda,HR-V,82
7667 HRP,Toyota,RAV4,78
4324 PLP,Honda,Accord,42
1382 CDB,Honda,Accord,28
3384 JWK,Toyota,Corolla,28
3630 JLX,Ford,Explorer,76
0338 PHY,BMW,i3,42
9283 DVM,Toyota,RAV4,30
7836 JTH,Hyundai,i30,85
9179 VTF,Honda,HR-V,97
7706 XBZ,Peugeot,3008,32
3164 DTG,Volkswagen,Passat,55
2899 JHT,Honda,Civic,20
1419 NRR,Honda,Accord,59
1859 XVJ,BMW,i3,37
9282 BHT,BMW,M3,41
2944 PYK,Honda,Civic,40
9439 SRN,BMW,X5,51
5486 KHR,Honda,Accord,60
0500 FRD,Honda,HR-V,69
0068 XPG,Volkswagen,Polo,97
2088 TZG,Honda,Accord,27
5560 GTV,Renault,Megane,63
8143 XHC,Peugeot,2008,36
0949 TMY,Mercedes-Benz,GLC,67
0538 FZJ,BMW,X5,51
4319 VJY,Mercedes-Benz,C-Class,59
8810 KMD,Honda,HR-V,30
0035 DWX,Audi,Q7,38
8769 NXX,BMW,X3,70
3440 ZWH,Audi,Q7,91
6466 HKN,Hyundai,Santa Fe,27
7119 HVJ,Honda,CR-V,100
4955 XVC,Honda,CR-V,64
3540 ZJX,Honda,CR-V,31
6150 GDF,Mercedes-Benz,E-Class,25
9641 RBX,Honda,Accord,23
0830 XCR,Peugeot,2008,52
8905 RVP,BMW,i3,86
4757 YYM,Honda,HR-V,87
3262 XMS,BMW,X5,21
4299 DVD,Honda,Civic,78
5996 FBR,Audi,Q7,62
7524 HHG,Hyundai,Santa Fe,24
7838 ZWH,Ford,Fiesta,24
2243 MYK,Toyota,Prius,26
6954 FMM,Peugeot,2008,32
9913 CFT,BMW,X5,66
4861 WKY,BMW,X3,100
0384 GZZ,Ford,Focus,48
9881 BLJ,Volkswagen,Golf,31
5195 ZYB,Honda,CR-V,25
0931 TMJ,Peugeot,208,41
8924 TBX,Toyota,Corolla,43
6935 GGV,Toyota,Corolla,72
2874 NZN,Hyundai,Santa Fe,23
2697 LNB,Ford,Mustang,24
2266 PML,BMW,X5,50
4734 SZB,Toyota,RAV4,82
9978 YWV,BMW,i3,44
0716 RZZ,Volkswagen,Polo,68
2797 KZV,Ford,Fiesta,58
4556 TZN,Audi,A3,95
7024 ZJZ,Ford,Explorer,48
9213 MWL,Hyundai,i20,31
3147 JWG,Renault,Clio,95
8525 MFK,BMW,M3,77
2683 KDM,BMW,X3,48
1949 SJK,Renault,Captur,35
6082 WCH,Honda,CR-V,33
9666 CKH,Toyota,Yaris,50
8793 WSM,Honda,Accord,78
1243 DSC,Peugeot,208,50
0403 DHC,Ford,Explorer,75
5125 RTS,Toyota,Corolla,46
8651 FTC,Audi,Q7,32
8154 XCB,Toyota,Corolla,63
9805 VZS,Honda,HR-V,58
0691 XXD,Mercedes-Benz,GLA,22
7425 XDD,Audi,A4,73
6175 TDN,Hyundai,i30,46
5761 ZYB,Ford,Explorer,57
6151 BXL,Mercedes-Benz,E-Class,50
0876 RSC,Toyota,Prius,63
8204 RXF,BMW,i3,62
9469 SLT,Hyundai,i30,80
4565 PLX,Peugeot,3008,38
5946 VBF,Volkswagen,Polo,80
5697 DPT,BMW,M3,97
5958 RBN,Toyota,Prius,52
2788 TFC,Hyundai,Tucson,57
2856 NGC,Volkswagen,Polo,70
5889 FTM,Toyota,Prius,66
5294 SRF,Volkswagen,Polo,93
3283 DXW,Hyundai,i20,23
6208 GFF,Renault,Clio,63
5264 CLS,Mercedes-Benz,GLA,72
7953 YRZ,Audi,A4,79
6535 DPX,Ford,Focus,100
0936 SWL,Hyundai,i30,42
6625 XRR,Toyota,RAV4,38
9555 YJB,Hyundai,Santa Fe,61
3604 VMY,Peugeot,208,67
0321 HPH,Honda,HR-V,80
2934 HLP,Hyundai,Santa Fe,91
2689 THL,Ford,Focus,58
9715 RVC,Ford,Mustang,36
9056 RZK,Renault,Kadjar,61
3274 RYS,Toyota,RAV4,37
0461 SCB,Volkswagen,Tiguan,90
7160 LWH,Renault,Kadjar,91
9190 WXL,Honda,HR-V,72
9727 XSF,Peugeot,308,65
2119 GBL,Honda,CR-V,59
2649 MCH,Peugeot,208,43
5010 GLY,Ford,Focus,94
1587 TZL,BMW,M3,30
7580 SSS,Volkswagen,Golf,65
6335 NXP,Peugeot,2008,55
4849 PBX,Toyota,Prius,44
1510 JMS,Mercedes-Benz,E-Class,31
2321 VRG,Audi,Q5,57
6146 BYH,Honda,Civic,23
1175 VDZ,Volkswagen,Passat,76
0655 HKC,Mercedes-Benz,GLA,35
8219 HRK,BMW,X5,65
7154 PZT,BMW,i3,48
1499 FSG,Peugeot,308,94
0148 XPB,Hyundai,i20,76
8171 GXD,Audi,Q5,60
0474 JVD,Hyundai,i20,46
5493 SMT,Audi,A4,70
0001 SHW,Toyota,RAV4,37
0018 XRX,Renault,Captur,66
2782 YMC,Audi,A4,73
8218 VGK,BMW,X5,79
8351 ZMT,Mercedes-Benz,GLC,51
0015 DVX,Volkswagen,Polo,45
1566 JBX,Mercedes-Benz,GLA,79
8842 FJC,Renault,Clio,43
9777 GMZ,Ford,Fiesta,51
2998 BTB,Honda,HR-V,69
5655 MLG,Peugeot,308,48
5068 XKG,Audi,Q7,57
5634 ZZD,Audi,Q7,20
6914 ZLN,Honda,Civic,93
1311 JHZ,Honda,HR-V,95
1655 VCW,Peugeot,3008,41
8879 KHD,Hyundai,Tucson,53
7344 XKX,Renault,Captur,58
2972 VZR,Volkswagen,Polo,85
5257 ZTW,Ford,Fiesta,71
5445 TPN,BMW,M3,86
5380 JDK,Honda,CR-V,90
7593 JRY,Toyota,Prius,68
2766 ZWH,Audi,A4,39
6439 MMP,Peugeot,208,50
5773 RGW,Ford,Explorer,44
3862 KGX,Audi,A3,24
7174 KZS,Renault,Kadjar,53
3973 JBZ,Hyundai,i30,33
4777 MTC,Toyota,RAV4,62
2410 LHF,Volkswagen,Passat,73
8752 CLZ,BMW,X3,81
2770 GMT,Audi,A4,42
8226 RGG,Audi,Q7,96
1246 RCZ,Audi,Q7,26
5884 GLZ,Renault,Clio,26
6241 WPC,Renault,Captur,100
6008 NZV,Mercedes-Benz,E-Class,75
7357 JBP,Volkswagen,Tiguan,52
9317 TWC,Mercedes-Benz,GLC,77
0310 XWM,Renault,Kadjar,56
9470 JJG,Mercedes-Benz,GLC,65
9786 CTM,Hyundai,Santa Fe,32
1898 ZWY,Mercedes-Benz,E-Class,25
6875 TLV,Honda,Civic,81
1157 HXC,Toyota,RAV4,54
1212 CPJ,Hyundai,Tucson,77
0676 FDH,BMW,i3,44
1189 SGX,Ford,Mustang,77
0604 ZJG,Ford,Focus,45
5876 DGK,Peugeot,208,31
4612 JXL,Ford,Focus,96
8472 PTV,Peugeot,308,65
5962 YLR,Mercedes-Benz,GLA,77
4417 YTZ,Ford,Explorer,64
1697 WBH,Mercedes-Benz,GLA,49
2939 TWF,BMW,X5,49
1635 CTG,Audi,Q5,21
8819 ZZX,Toyota,Corolla,30
0481 GKB,Renault,Clio,57
6546 PVH,Ford,Fiesta,27
9897 WPT,Toyota,Corolla,65
8378 PFB,Mercedes-Benz,C-Class,69
0979 KBM,Hyundai,i20,100
4449 RFY,Renault,Megane,92
3488 HDC,Peugeot,208,85
7816 ZZZ,Peugeot,2008,87
9473 WPP,Volkswagen,Passat,73
0297 TMJ,Audi,Q5,72
3821 NJN,Audi,A3,92
5698 CVY,Hyundai,Tucson,37
6067 LBS,Honda,Civic,39
8136 WBM,Honda,Accord,71
6987 CYT,Volkswagen,Tiguan,45
0711 PCF,Renault,Megane,41
1590 WWY,Hyundai,i30,42
4182 CFF,Audi,Q5,81
9144 JRJ,Ford,Explorer,32
3117 SST,Ford,Mustang,77
5801 HJF,Audi,Q5,47
4591 BLX,Peugeot,308,64
8882 FRM,Honda,Civic,31
4340 HJK,Hyundai,Santa Fe,49
6137 XMP,Ford,Fiesta,66
2370 KKK,Honda,CR-V,27
3299 CDC,Audi,Q7,22
5214 CMS,BMW,X3,63
7732 KRD,Honda,Accord,34
0576 TXC,Toyota,Corolla,70
0786 GDG,Peugeot,208,78
0756 SNF,Toyota,RAV4,61
6656 DBY,BMW,i3,72
9231 FKR,Volkswagen,Polo,20
4745 CYY,Mercedes-Benz,E-Class,48
7304 RJC,Toyota,Corolla,74
8670 LXM,Honda,HR-V,97
7535 NYG,Toyota,Corolla,24
8289 MGZ,Toyota,Prius,49
9603 VBK,Audi,A3,46
5463 CYY,Volkswagen,Polo,58
6308 PDS,Toyota,Yaris,57
2632 DPK,Ford,Focus,25
0653 HCT,Peugeot,208,71
